id	split	content_class	path
8453	validate	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8453_web-screenshots_si-edu-exhibitions_dpr1_page2_1280x800.png
8454	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8454_web-screenshots_terminal-cargo-build_dpr1_page1_1280x1100.png
8455	validate	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8455_web-screenshots_terminal-htop_dpr1_page1_1280x800.png
8456	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8456_web-screenshots_terminal-ls-git-log_dpr1_page1_1280x900.png
8457	test	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8457_web-screenshots_terminal-nvim-edit_dpr1_page1_1440x800.png
8458	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8458_web-screenshots_usgs-home_dpr1_page1_667x375.png
8459	test	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8459_web-screenshots_usgs-home_dpr1_page2_667x375.png
8460	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8460_web-screenshots_usgs-news_dpr2_page1_750x1334.png
8461	validate	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8461_web-screenshots_usgs-news_dpr2_page2_750x1334.png
8462	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8462_web-screenshots_usgs-topoview_dpr1_page1_1280x800.png
8463	validate	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8463_web-screenshots_usgs-topoview_dpr1_page2_1280x800.png
8464	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8464_web-screenshots_weather-forecast-nyc_dpr1_page1_667x375.png
8465	validate	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8465_web-screenshots_weather-forecast-nyc_dpr1_page2_667x375.png
8466	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8466_web-screenshots_weather-home_dpr1_page1_1280x800.png
8467	test	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8467_web-screenshots_weather-home_dpr1_page1_414x896.png
8468	train	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8468_web-screenshots_weather-satellites_dpr1_page1_414x896.png
8469	test	8100-lilith-web-screenshots	8100-lilith-web-screenshots/other/8469_web-screenshots_weather-satellites_dpr1_page2_414x896.png
9000	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9000_gen_clipart_avocado-half_1024x1536.png
9001	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9001_gen_clipart_axolotl-friend_1024x1024.png
9002	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9002_gen_clipart_baguette-loaf_1024x1536.png
9003	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9003_gen_clipart_balloons-bunch_1024x1536.png
9004	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9004_gen_clipart_bathtub-bubbles_1024x1536.png
9005	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9005_gen_clipart_bee-honey_1024x1536.png
9006	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9006_gen_clipart_bicycle-side_1024x1536.png
9007	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9007_gen_clipart_boba-tea-cup_1024x1024.png
9008	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9008_gen_clipart_bonsai-tree_1024x1536.png
9009	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9009_gen_clipart_book-stack_1024x1536.png
9010	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9010_gen_clipart_bunny-with-carrot_1024x1536.png
9011	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9011_gen_clipart_butterfly-symmetric_1024x1536.png
9012	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9012_gen_clipart_cactus-in-pot_1024x1024.png
9013	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9013_gen_clipart_campfire-single-color_1024x1024.png
9014	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9014_gen_clipart_candle-flame_1024x1536.png
9015	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9015_gen_clipart_cherry-blossom-branch_1024x1536.png
9016	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9016_gen_clipart_cupcake-pastel_1024x1024.png
9017	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9017_gen_clipart_dandelion-puff_1024x1536.png
9018	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9018_gen_clipart_dolphin-leap_1024x1536.png
9019	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9019_gen_clipart_donut-sprinkles_1024x1536.png
9020	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9020_gen_clipart_egg-with-face_1024x1536.png
9021	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9021_gen_clipart_fairy-lights-string_1024x1024.png
9022	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9022_gen_clipart_fern-frond_1024x1536.png
9023	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9023_gen_clipart_foggy-hill_1024x1536.png
9024	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9024_gen_clipart_foliage-cluster_1024x1024.png
9025	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9025_gen_clipart_frog-on-lilypad_1024x1536.png
9026	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9026_gen_clipart_gift-box-bow_1024x1536.png
9027	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9027_gen_clipart_guitar-acoustic_1024x1536.png
9028	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9028_gen_clipart_headphones_1024x1024.png
9029	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9029_gen_clipart_heart-sparkle_1024x1536.png
9030	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9030_gen_clipart_hibiscus-bloom_1024x1536.png
9031	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9031_gen_clipart_hot-air-balloon_1024x1024.png
9032	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9032_gen_clipart_ice-cream-sundae_1024x1536.png
9033	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9033_gen_clipart_juice-box_1024x1536.png
9034	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9034_gen_clipart_key-tassel_1024x1536.png
9035	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9035_gen_clipart_ladybug_1024x1536.png
9036	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9036_gen_clipart_laptop-coffee_1024x1024.png
9037	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9037_gen_clipart_latte-art_1024x1536.png
9038	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9038_gen_clipart_lavender-stem_1024x1536.png
9039	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9039_gen_clipart_lighthouse-cliff_1024x1536.png
9040	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9040_gen_clipart_lightning-bolt_1024x1536.png
9041	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9041_gen_clipart_magnifying-glass-eye_1024x1536.png
9042	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9042_gen_clipart_monstera-leaf_1024x1024.png
9043	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9043_gen_clipart_moon-phases_1024x1536.png
9044	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9044_gen_clipart_mountain-set_1536x1024.png
9045	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9045_gen_clipart_mushroom-cluster_1024x1024.png
9046	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9046_gen_clipart_octopus-friend_1024x1024.png
9047	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9047_gen_clipart_owl-night_1024x1536.png
9048	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9048_gen_clipart_paint-palette-brush_1024x1024.png
9049	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9049_gen_clipart_panda-bamboo_1024x1536.png
9050	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9050_gen_clipart_parrot-tropical_1024x1536.png
9051	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9051_gen_clipart_peace-sign-hand_1024x1024.png
9052	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9052_gen_clipart_pencil-tilted_1024x1536.png
9053	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9053_gen_clipart_penguin-waddle_1024x1536.png
9054	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9054_gen_clipart_pizza-slice_1024x1024.png
9055	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9055_gen_clipart_rainbow-cloud_1024x1024.png
9056	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9056_gen_clipart_rose-bloom_1024x1536.png
9057	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9057_gen_clipart_running-shoe_1024x1536.png
9058	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9058_gen_clipart_sandcastle_1024x1536.png
9059	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9059_gen_clipart_scissors-craft_1024x1536.png
9060	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9060_gen_clipart_shooting-star_1024x1536.png
9061	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9061_gen_clipart_sleeping-fox-curl_1024x1024.png
9062	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9062_gen_clipart_smiling-sun_1024x1024.png
9063	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9063_gen_clipart_smoothie-cup_1024x1536.png
9064	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9064_gen_clipart_snow-globe_1024x1536.png
9065	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9065_gen_clipart_snowflake-cluster_1024x1536.png
9066	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9066_gen_clipart_speech-bubble-hi_1024x1536.png
9067	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9067_gen_clipart_steaming-ramen-bowl_1024x1024.png
9068	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9068_gen_clipart_succulent-trio_1024x1536.png
9069	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9069_gen_clipart_suitcase-travel_1024x1024.png
9070	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9070_gen_clipart_sunflower-cheerful_1024x1536.png
9071	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9071_gen_clipart_surfboard-wave_1024x1536.png
9072	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9072_gen_clipart_sushi-roll-trio_1024x1536.png
9073	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9073_gen_clipart_taco-fiesta_1024x1536.png
9074	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9074_gen_clipart_teapot-classic_1024x1536.png
9075	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9075_gen_clipart_telescope-stars_1024x1536.png
9076	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9076_gen_clipart_thumbs-up-hand_1024x1536.png
9077	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9077_gen_clipart_tiny-shiba-sticker_1024x1024.png
9078	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9078_gen_clipart_tulip-trio_1024x1536.png
9079	test	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9079_gen_clipart_turtle-shell-pattern_1024x1536.png
9080	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9080_gen_clipart_vintage-camera_1024x1024.png
9081	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9081_gen_clipart_vinyl-record_1024x1536.png
9082	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9082_gen_clipart_watermelon-slice-face_1024x1024.png
9083	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9083_gen_clipart_whale-spout_1024x1536.png
9084	train	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9084_gen_clipart_yoga-mat-roll_1024x1536.png
9085	validate	9000-lilith-ai-clipart	9000-lilith-ai-clipart/9085_gen_clipart_manga-chibi-mascot-wave_1024x1024.png
9094	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9094_gen_illustrations_abstract-floral-gouache_1024x1536.png
9095	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9095_gen_illustrations_after-rain-street_1024x1536.png
9096	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9096_gen_illustrations_alpine-meadow-summer_1024x1536.png
9097	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9097_gen_illustrations_autumn-deciduous-path_1024x1536.png
9098	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9098_gen_illustrations_baker-flour-dust-light_1024x1536.png
9099	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9099_gen_illustrations_ballet-shoes-ribbon-flat-lay_1024x1536.png
9100	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9100_gen_illustrations_bath-candles-evening_1024x1536.png
9101	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9101_gen_illustrations_bear-walking-through-ferns_1024x1536.png
9102	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9102_gen_illustrations_bicycle-fruit-crates-wall_1024x1536.png
9103	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9103_gen_illustrations_breakfast-in-bed_1024x1536.png
9104	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9104_gen_illustrations_cellist-rehearsing-attic_1024x1536.png
9105	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9105_gen_illustrations_cheese-board-pears_1024x1536.png
9106	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9106_gen_illustrations_child-fox-snowy-forest_1024x1536.png
9107	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9107_gen_illustrations_choir-scene-cathedral_1024x1536.png
9108	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9108_gen_illustrations_citrus-harvest-table_1024x1536.png
9109	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9109_gen_illustrations_coastal-cliff-seabirds_1024x1536.png
9110	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9110_gen_illustrations_coffee-shop-dusk_1536x1024.png
9111	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9111_gen_illustrations_constellation-myth-map_1024x1536.png
9112	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9112_gen_illustrations_croissants-morning-coffee_1024x1536.png
9113	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9113_gen_illustrations_cyclist-bridge-golden-hour_1536x1024.png
9114	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9114_gen_illustrations_cyclist-mountain-pass_1024x1536.png
9115	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9115_gen_illustrations_dancer-mid-pose-studio_1024x1536.png
9116	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9116_gen_illustrations_desert-twilight-saguaro_1024x1536.png
9117	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9117_gen_illustrations_evening-writing-desk_1024x1536.png
9118	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9118_gen_illustrations_farmers-market-stall_1536x1024.png
9119	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9119_gen_illustrations_figure-with-stars-shoulders_1024x1536.png
9120	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9120_gen_illustrations_fog-bound-lake_1024x1536.png
9121	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9121_gen_illustrations_fox-in-autumn-leaves_1024x1536.png
9122	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9122_gen_illustrations_fox-resting-winter_1024x1536.png
9123	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9123_gen_illustrations_gardener-pulling-carrots_1024x1536.png
9124	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9124_gen_illustrations_greenhouse-botanist_1024x1536.png
9125	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9125_gen_illustrations_herb-garden-windowsill_1024x1536.png
9126	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9126_gen_illustrations_horse-in-storm_1024x1536.png
9127	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9127_gen_illustrations_hummingbird-at-flower_1024x1536.png
9128	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9128_gen_illustrations_invented-tarot-card_1024x1536.png
9129	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9129_gen_illustrations_jazz-bar-trio_1536x1024.png
9130	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9130_gen_illustrations_kitchen-dawn-kettle-steam_1024x1536.png
9131	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9131_gen_illustrations_knitting-basket-cat_1024x1536.png
9132	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9132_gen_illustrations_market-vegetable-basket_1024x1536.png
9133	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9133_gen_illustrations_mother-braiding-daughter-hair_1024x1536.png
9134	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9134_gen_illustrations_night-market-lanterns_1024x1536.png
9135	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9135_gen_illustrations_old-fisherman-river_1024x1536.png
9136	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9136_gen_illustrations_paper-lantern-festival_1024x1536.png
9137	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9137_gen_illustrations_perched-owl-portrait_1024x1536.png
9138	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9138_gen_illustrations_plant-watering-ritual_1024x1536.png
9139	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9139_gen_illustrations_rainy-cafe-from-outside_1024x1536.png
9140	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9140_gen_illustrations_reading-nook-hot-chocolate_1024x1536.png
9141	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9141_gen_illustrations_river-fishing-bend_1024x1536.png
9142	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9142_gen_illustrations_rooftop-sunset-gathering_1024x1536.png
9143	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9143_gen_illustrations_runner-golden-field_1024x1536.png
9144	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9144_gen_illustrations_runway-coat-figure_1024x1536.png
9145	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9145_gen_illustrations_scientist-microscope-lab_1024x1536.png
9146	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9146_gen_illustrations_snowy-village-overhead_1024x1536.png
9147	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9147_gen_illustrations_street-style-modern-sketch_1024x1536.png
9148	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9148_gen_illustrations_subway-commuter-sketch_1024x1536.png
9149	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9149_gen_illustrations_summer-wheat-field_1024x1536.png
9150	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9150_gen_illustrations_swimmer-poolside-climbing-out_1024x1536.png
9151	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9151_gen_illustrations_swimming-otter_1024x1536.png
9152	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9152_gen_illustrations_taxi-rainy-evening_1024x1536.png
9153	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9153_gen_illustrations_tea-ceremony-quiet_1024x1536.png
9154	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9154_gen_illustrations_tiny-mossy-friend_1024x1536.png
9155	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9155_gen_illustrations_urban-garden-patio_1024x1536.png
9156	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9156_gen_illustrations_vintage-couture-pose_1024x1536.png
9157	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9157_gen_illustrations_vintage-travel-poster-mountain_1024x1536.png
9158	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9158_gen_illustrations_vinyl-listening-room_1024x1536.png
9159	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9159_gen_illustrations_watercolor-fashion-summer-dress_1024x1536.png
9160	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9160_gen_illustrations_window-watching-cat_1024x1536.png
9161	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9161_gen_illustrations_woman-cat-lap-reading_1024x1536.png
9162	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9162_gen_illustrations_young-woman-tea-portrait_1024x1536.png
9163	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9163_gen_illustrations_manga-after-battle-rest_1536x1024.png
9164	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9164_gen_illustrations_manga-battle-shonen-whoosh_1024x1536.png
9165	validate	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9165_gen_illustrations_manga-heroine-catching-key_1024x1536.png
9166	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9166_gen_illustrations_manga-magical-girl-transformation_1024x1536.png
9167	test	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9167_gen_illustrations_manga-rooftop-rain-cape_1024x1536.png
9168	train	9094-lilith-ai-illustrations	9094-lilith-ai-illustrations/9168_gen_illustrations_manga-yatai-noodles-slice-of-life_1536x1024.png
9226	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9226_gen_products-accessories_amethyst-slouchy-shoulder-bag_p0001_2160x3840.png
9227	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9227_gen_products-accessories_bucket-hat-checkerboard_p0002_1024x1536.png
9228	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9228_gen_products-accessories_cateye-sunglasses_p0003_3840x2160.png
9229	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9229_gen_products-accessories_chunky-gold-statement-necklace_p0004_2880x2880.png
9230	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9230_gen_products-accessories_chunky-resin-bangle-stack_p0005_1024x1024.png
9231	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9231_gen_products-accessories_cognac-crossbody_p0006_1024x1536.png
9232	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9232_gen_products-accessories_cognac-crossbody_detail_p0006_3840x2160.png
9233	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9233_gen_products-accessories_enamel-pin-set-product_p0007_1024x1024.png
9234	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9234_gen_products-accessories_fuchsia-shoulder-bag_p0008_2160x3840.png
9235	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9235_gen_products-accessories_kelly-green-mini-tote_p0009_1024x1536.png
9236	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9236_gen_products-accessories_knit-beanie-strawberry_p0010_1024x1536.png
9237	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9237_gen_products-accessories_marigold-statement-belt_p0011_3840x2160.png
9238	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9238_gen_products-accessories_merch-canvas-tote_p0012_1152x2048.png
9239	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9239_gen_products-accessories_merch-enamel-pins_flat_p0013_2048x1152.png
9240	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9240_gen_products-accessories_merch-sticker-sheet_flat_p0014_2048x2048.png
9241	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9241_gen_products-accessories_merch-tote-mug-set_flat_p0015_2048x1152.png
9242	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9242_gen_products-accessories_merch-tote-tomato-print_p0016_1024x1536.png
9243	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9243_gen_products-accessories_pearl-pendant-asymmetric_p0017_1024x1024.png
9244	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9244_gen_products-accessories_red-butterfly-shield-sunglasses_p0018_3840x2160.png
9245	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9245_gen_products-accessories_ruby-croc-bowler-bag_p0019_2160x3840.png
9246	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9246_gen_products-accessories_ruby-croc-bowler-bag_detail_p0019_3840x2160.png
9247	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9247_gen_products-accessories_sculptural-gold-hoops_p0020_2880x2880.png
9248	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9248_gen_products-accessories_sticker-pack-flatlay_p0021_1024x1024.png
9249	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9249_gen_products-accessories_straw-sun-hat_p0022_2048x2048.png
9250	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9250_gen_products-accessories_straw-sun-hat_p0022_2048x2048.png
9251	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9251_gen_products-accessories_straw-tote-bag-natural_p0023_4096x4096.jpg
9252	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9252_gen_products-accessories_tomato-statement-earrings_p0024_1024x1024.png
9253	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9253_gen_products-accessories_tortoiseshell-cat-eye-sunglasses_p0025_1536x1024.png
9254	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9254_gen_products-accessories_tote-bag-bookish-merch_p0026_1024x1536.png
9255	validate	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9255_gen_products-accessories_weekender-bag-canvas-product_p0027_1536x1024.png
9256	train	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9256_gen_products-accessories_wide-brim-coral-felt-hat_p0028_1024x1536.png
9257	test	9226-lilith-ai-products	9226-lilith-ai-products/accessories/9257_gen_products-accessories_woven-beach-tote_p0029_1536x2816.png
9258	train	9226-lilith-ai-products	9226-lilith-ai-products/baby/9258_gen_products-baby_animal-bodysuit-3pack_flat_p0030_4096x4096.jpg
9259	test	9226-lilith-ai-products	9226-lilith-ai-products/baby/9259_gen_products-baby_bib-multipack-six-prints_flat_p0031_1536x1024.png
9260	train	9226-lilith-ai-products	9226-lilith-ai-products/baby/9260_gen_products-baby_blanket-receiving-sun-print_flat_p0032_1024x1024.png
9261	validate	9226-lilith-ai-products	9226-lilith-ai-products/baby/9261_gen_products-baby_burp-cloth-set-four_flat_p0033_1536x1024.png
9262	train	9226-lilith-ai-products	9226-lilith-ai-products/baby/9262_gen_products-baby_cardigan-cream-cable_flat_p0034_1024x1536.png
9263	validate	9226-lilith-ai-products	9226-lilith-ai-products/baby/9263_gen_products-baby_coverall-stripe-mustard_flat_p0035_1024x1536.png
9264	train	9226-lilith-ai-products	9226-lilith-ai-products/baby/9264_gen_products-baby_footed-sleeper-sky-blue_flat_p0036_3072x5504.jpg
