rank	cumulative_gp	image_path	scale_w	scale_h	megapixels	content_class	variant_name
835	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/dark-bg/9482_gen_products-clothing-womens-dark-bg_wedding-guest-onmodel-editorial_onmodel_p0251_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9482.scale85x128
836	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9484_gen_products-clothing-womens-general_acid-green-oversized-graphic-tee_onmodel_p0253_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9484.scale72x128
837	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9486_gen_products-clothing-womens-general_burgundy-tee-pomegranate_p0255_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9486.scale85x128
838	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9488_gen_products-clothing-womens-general_cobalt-embroidered-baggy-jeans_onmodel_p0257_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9488.scale72x128
839	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9490_gen_products-clothing-womens-general_cobalt-puff-sleeve-mini_onmodel_p0259_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9490.scale85x128
840	0.0099	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9492_gen_products-clothing-womens-general_colorblock-mohair-sweater_p0261_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9492.scale72x128
841	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9494_gen_products-clothing-womens-general_denim-jacket-women-flat_detail_p0263_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9494.scale128x128
842	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9496_gen_products-clothing-womens-general_emerald-cutout-knit-dress_onmodel_p0240_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9496.scale72x128
843	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9498_gen_products-clothing-womens-general_fuchsia-blazer_onmodel_p0266_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9498.scale85x128
844	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9500_gen_products-clothing-womens-general_garnet-navy-tartan-tea-dress_onmodel_p0268_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9500.scale72x128
845	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9502_gen_products-clothing-womens-general_indigo-utility-jumpsuit_onmodel_p0270_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9502.scale85x128
846	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9504_gen_products-clothing-womens-general_lemon-tank-shirt-set_onmodel_p0272_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9504.scale85x128
847	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9506_gen_products-clothing-womens-general_marigold-funnel-neck-volume-top_onmodel_p0274_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9506.scale72x128
848	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9508_gen_products-clothing-womens-general_marigold-palazzo-trousers_onmodel_p0275_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9508.scale72x128
849	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9510_gen_products-clothing-womens-general_mens-oxford-button-down-dusty-blue_onmodel_p0277_3072x5504.sdr.png	71	128	0.0091	9226-lilith-ai-products	9510.scale71x128
850	0.0100	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9512_gen_products-clothing-womens-general_plisse-metallic-skirt_p0279_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9512.scale72x128
851	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9514_gen_products-clothing-womens-general_red-skyblue-colorblock-shirtdress_onmodel_p0281_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9514.scale72x128
852	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9516_gen_products-clothing-womens-general_scarlet-puff-blouse_p0283_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9516.scale72x128
853	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9518_gen_products-clothing-womens-general_silver-metallic-statement-puffer_ghost_p0284_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9518.scale72x128
854	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9520_gen_products-clothing-womens-general_slogan-out-of-office-tee_p0285_2880x2880.sdr.png	128	128	0.0164	9226-lilith-ai-products	9520.scale128x128
855	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9522_gen_products-clothing-womens-general_tomato-mock-neck-knit_onmodel_p0287_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9522.scale85x128
856	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9524_gen_products-clothing-womens-general_coral-relaxed-tee_onmodel_p0289_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9524.scale85x128
857	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9526_gen_products-clothing-womens-general_denim-jacket_flat_p0291_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9526.scale128x128
858	0.0101	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9528_gen_products-clothing-womens-general_dusty-blue-blouse_onmodel_p0293_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9528.scale85x128
859	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9530_gen_products-clothing-womens-general_floral-midi-sundress-blush_onmodel_p0295_3072x5504.sdr.png	71	128	0.0091	9226-lilith-ai-products	9530.scale71x128
860	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9532_gen_products-clothing-womens-general_gingham-shirt-dress_ghost_p0297_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9532.scale85x128
861	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9534_gen_products-clothing-womens-general_lilac-blazer_ghost_p0299_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9534.scale85x128
862	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9536_gen_products-clothing-womens-general_olive-cargo-pant_ghost_p0301_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9536.scale85x128
863	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9538_gen_products-clothing-womens-general_puff-sleeve-blouse_flat_p0303_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9538.scale128x128
864	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9540_gen_products-clothing-womens-general_rust-corduroy-skirt_ghost_p0305_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9540.scale85x128
865	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9542_gen_products-clothing-womens-general_stripe-tee-dress_onmodel_p0307_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9542.scale85x128
866	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9544_gen_products-clothing-womens-general_terracotta-knit-dress_onmodel_p0309_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9544.scale85x128
867	0.0102	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9546_gen_products-clothing-womens-general_yellow-cropped-cardigan_onmodel_p0311_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9546.scale85x128
868	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9548_gen_products-clothing-womens-general_wordmark-sundaze-tee_p0313_2880x2880.sdr.png	128	128	0.0164	9226-lilith-ai-products	9548.scale128x128
869	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9550_gen_products-clothing-womens-loungewear_blush-fuzzy-slippers_flat_p0315_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9550.scale128x85
870	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9552_gen_products-clothing-womens-loungewear_blush-satin-robe_flat_p0317_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9552.scale85x128
871	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9554_gen_products-clothing-womens-loungewear_coral-lounge-shorts_flat_p0319_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9554.scale128x85
872	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9556_gen_products-clothing-womens-loungewear_coral-ribbed-bralette_flat_p0321_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9556.scale128x128
873	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9558_gen_products-clothing-womens-loungewear_cream-thermal-set_onmodel_p0323_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9558.scale85x128
874	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9560_gen_products-clothing-womens-loungewear_dusty-blue-modal-robe_flat_p0325_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9560.scale85x128
875	0.0103	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9562_gen_products-clothing-womens-loungewear_ivory-cable-knit-slippers_flat_p0327_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9562.scale128x85
876	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9564_gen_products-clothing-womens-loungewear_ivory-wireless-bralette_flat_p0329_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9564.scale128x128
877	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9566_gen_products-clothing-womens-loungewear_set-tonal-flatlay_flat_p0331_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9566.scale128x128
878	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9568_gen_products-clothing-womens-loungewear_sage-bralette-brief-set_flat_p0333_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9568.scale128x128
879	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9570_gen_products-clothing-womens-loungewear_sage-ribbed-set_onmodel_p0335_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9570.scale85x128
880	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9572_gen_products-clothing-womens-loungewear_terracotta-french-terry_onmodel_p0337_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9572.scale85x128
881	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9574_gen_products-clothing-womens-loungewear_white-faux-fur-apres-coat_onmodel_p0339_2160x3840.sdr.png	72	128	0.0092	9226-lilith-ai-products	9574.scale72x128
882	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9576_gen_products-clothing-womens-loungewear_bralette_flat_p0341_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9576.scale128x128
883	0.0104	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9578_gen_products-clothing-womens-loungewear_lounge-set-blush_onmodel_p0343_3072x5504.sdr.png	71	128	0.0091	9226-lilith-ai-products	9578.scale71x128
884	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9580_gen_products-electronics_axion-laptop-closed_p0345_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9580.scale128x85
885	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9582_gen_products-electronics_axion-monitor_p0346_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9582.scale128x85
886	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9584_gen_products-electronics_axion-smart-speaker_p0348_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9584.scale85x128
887	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9586_gen_products-electronics_axion-webcam_p0350_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9586.scale128x85
888	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9588_gen_products-electronics_halcyon-phone-case_p0352_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9588.scale85x128
889	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9590_gen_products-electronics_halcyon-screen-protector-pack_p0354_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9590.scale85x128
890	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9592_gen_products-electronics_harmonix-bluetooth-speaker_p0356_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9592.scale128x128
891	0.0105	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9594_gen_products-electronics_harmonix-gaming-headset_p0358_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9594.scale85x128
892	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9596_gen_products-electronics_harmonix-soundbar_p0360_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9596.scale128x85
893	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9598_gen_products-electronics_harmonix-turntable_p0362_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9598.scale128x128
894	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9600_gen_products-electronics_kestrel-gps-sport-watch_p0364_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9600.scale128x128
895	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9602_gen_products-electronics_lumen-ereader_p0366_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9602.scale85x128
896	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9604_gen_products-electronics_lumen-mini-projector_p0368_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9604.scale128x85
897	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9606_gen_products-electronics_lumen-stylus_p0370_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9606.scale128x85
898	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9608_gen_products-electronics_meridian-single-earbud_p0372_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9608.scale128x128
899	0.0106	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9610_gen_products-electronics_meridian-smartphone-front_p0373_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9610.scale85x128
900	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9612_gen_products-electronics_meridian-tablet-side_p0374_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9612.scale128x85
901	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9614_gen_products-electronics_northkey-mechanical-keyboard_p0376_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9614.scale128x85
902	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9616_gen_products-electronics_orbit-smartwatch_p0378_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9616.scale128x128
903	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9618_gen_products-electronics_pixelforge-handheld-console_p0380_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9618.scale128x85
904	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9620_gen_products-electronics_pulse-fitness-band_p0382_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9620.scale128x85
905	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9622_gen_products-electronics_voltflux-action-camera_p0384_1024x1024.sdr.png	128	128	0.0164	9226-lilith-ai-products	9622.scale128x128
906	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9624_gen_products-electronics_voltflux-external-hdd_p0386_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9624.scale128x85
907	0.0107	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9626_gen_products-electronics_voltflux-mobile-hotspot_p0388_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9626.scale85x128
908	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/electronics/9628_gen_products-electronics_voltflux-power-bank_p0390_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9628.scale128x85
909	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9630_gen_products-footwear_amber-canvas-skate-sneaker_p0392_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9630.scale128x85
910	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9632_gen_products-footwear_chartreuse-strappy-stilettos_p0394_3840x2160.sdr.png	128	72	0.0092	9226-lilith-ai-products	9632.scale128x72
911	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9634_gen_products-footwear_chunky-dad-sneakers_p0396_3840x2160.sdr.png	128	72	0.0092	9226-lilith-ai-products	9634.scale128x72
912	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9636_gen_products-footwear_cobalt-lime-knit-racer_p0397_2816x1536.sdr.png	128	70	0.0090	9226-lilith-ai-products	9636.scale128x70
913	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9638_gen_products-footwear_cobalt-suede-cowboy-boot_p0399_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9638.scale85x128
914	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9640_gen_products-footwear_coral-black-daily-trainer_p0401_2816x1536.sdr.png	128	70	0.0090	9226-lilith-ai-products	9640.scale128x70
915	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9642_gen_products-footwear_kids-sandal-closed-toe-sage_p0403_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9642.scale128x85
916	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9644_gen_products-footwear_mens-flip-flop-olive_p0405_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9644.scale128x85
917	0.0108	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9646_gen_products-footwear_mens-slide-sport-charcoal_p0407_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9646.scale128x85
918	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9648_gen_products-footwear_womens-espadrille-terracotta_p0409_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9648.scale128x85
919	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9650_gen_products-footwear_womens-mule-loafer-sage_p0411_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9650.scale128x85
920	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9652_gen_products-footwear_womens-slide-sandal-coral_p0413_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9652.scale128x85
921	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9654_gen_products-footwear_womens-wedge-sandal-cream_p0415_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9654.scale128x85
922	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9656_gen_products-footwear_ivory-snow-puffer-boot_p0417_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9656.scale85x128
923	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9658_gen_products-footwear_kids-hook-loop-sneakers-coral-teal_p0419_5504x3072.sdr.png	128	71	0.0091	9226-lilith-ai-products	9658.scale128x71
924	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9660_gen_products-footwear_mens-sport-sandals-olive_p0421_2816x1536.sdr.png	128	70	0.0090	9226-lilith-ai-products	9660.scale128x70
925	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9662_gen_products-footwear_metallic-block-sandals_p0423_3840x2160.sdr.png	128	72	0.0092	9226-lilith-ai-products	9662.scale128x72
926	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9664_gen_products-footwear_neon-coral-clog-mule_p0425_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9664.scale85x128
927	0.0109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9666_gen_products-footwear_red-mary-jane-ballet-sneakers_p0427_3840x2160.sdr.png	128	72	0.0092	9226-lilith-ai-products	9666.scale128x72
928	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9668_gen_products-footwear_scarlet-patent-pumps_p0429_3840x2160.sdr.png	128	72	0.0092	9226-lilith-ai-products	9668.scale128x72
929	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9670_gen_products-footwear_tomato-leather-platform-loafer_p0431_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9670.scale85x128
930	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9672_gen_products-footwear_womens-insulated-snow-boots-charcoal_p0433_2816x1536.sdr.png	128	70	0.0090	9226-lilith-ai-products	9672.scale128x70
931	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9674_gen_products-footwear_womens-trail-running-shoes-teal_p0435_2816x1536.sdr.png	128	70	0.0090	9226-lilith-ai-products	9674.scale128x70
932	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9676_gen_products-grocery_cocoavera-72-dark-chocolate-bar_p0437_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9676.scale85x128
933	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9678_gen_products-grocery_cereal-box-coral_p0439_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9678.scale85x128
934	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9680_gen_products-grocery_harborhouse-creamy-tomato-soup-can_p0441_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9680.scale85x128
935	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9682_gen_products-grocery_honeyrun-creamy-peanut-butter-jar_p0443_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9682.scale85x128
936	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9684_gen_products-grocery_kettlebloom-white-cheddar-popcorn-bag_p0445_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9684.scale85x128
937	0.0110	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9686_gen_products-grocery_mossfield-earl-grey-tea-box_p0447_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9686.scale85x128
938	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9688_gen_products-grocery_olivetto-extra-virgin-olive-oil-bottle_p0449_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9688.scale85x128
939	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9690_gen_products-grocery_porto-fino-bronze-cut-penne-box_p0451_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9690.scale85x128
940	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9692_gen_products-grocery_saltcellar-himalayan-pink-salt-grinder_p0453_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9692.scale85x128
941	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9694_gen_products-grocery_shoyumaru-naturally-brewed-soy-sauce-bottle_p0455_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9694.scale85x128
942	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9696_gen_products-grocery_smokybluff-classic-yellow-mustard-squeeze-bottle_p0457_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9696.scale85x128
943	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9698_gen_products-grocery_wildoak-honey-oat-cereal-box_p0459_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9698.scale85x128
944	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/9700_gen_products-grocery_wildoak-old-fashioned-oats-canister_p0461_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9700.scale85x128
945	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9702_gen_products-grocery-whitelabel_condiment-squeeze-bottle_p0463_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9702.scale85x128
946	0.0111	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9704_gen_products-grocery-whitelabel_crackers-box-sage_p0465_1536x1024.sdr.png	128	85	0.0109	9226-lilith-ai-products	9704.scale128x85
947	0.0112	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9706_gen_products-grocery-whitelabel_dried-pasta-spaghetti_p0467_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9706.scale85x128
948	0.0112	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9708_gen_products-grocery-whitelabel_granola-bag-kraft_p0469_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9708.scale85x128
949	0.0112	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9710_gen_products-grocery-whitelabel_hot-sauce-bottle_p0471_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9710.scale85x128
950	0.0112	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9712_gen_products-grocery-whitelabel_oatmeal-canister_p0473_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9712.scale85x128
951	0.0112	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/grocery/whitelabel/9714_gen_products-grocery-whitelabel_peanut-butter-jar_p0475_1024x1536.sdr.png	85	128	0.0109	9226-lilith-ai-products	9714.scale85x128
